CAMIS,DBA,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION TYPE,INSPECTION DATE,ACTION,SCORE,GRADE,GRADE DATE,Count
41558599,RED MANGO,145,ALLEN STREET,10002,"Ice Cream, Gelato, Yogurt, Ices",Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,7,A,9/2/2015,2
41561097,FLAVORS CAFE,74,BROAD STREET,10004,Sandwiches/Salads/Mixed Buffet,Cycle Inspection / Initial Inspection,9/25/2015 0:00,Violations were cited in the following area(s).,9,A,9/25/2015,2
41561372,POP PUB,41        ,EAST   11 STREET                                                                                    ,10003,American ,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,10,A,9/16/2015,1
41561808,FLAFEL ON BROADWAY,3151,BROADWAY,10027,Middle Eastern,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,7,A,10/15/2015,2
41563153,CAFE HANOVER,5,HANOVER SQUARE,10004,Delicatessen,Cycle Inspection / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,40,Z,10/9/2015,6
41563153,CAFE HANOVER,5,HANOVER SQUARE,10004,Delicatessen,Administrative Miscellaneous / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41563153,CAFE HANOVER,5,HANOVER SQUARE,10004,Delicatessen,Cycle Inspection / Initial Inspection,9/25/2015 0:00,Violations were cited in the following area(s).,83,,,11
41563713,SUBWAY,221,7 AVENUE,10011,Sandwiches,Cycle Inspection / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,12,A,10/9/2015,2
41563809,WING WAH,2308,1 AVENUE,10035,Chinese,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,40,,,5
41565555,A.G KITCHEN,269,COLUMBUS AVENUE,10023,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,10,A,9/1/2015,2
41565705,THE RUM HOUSE,228       ,WEST   47 STREET                                  ,10036,American ,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,6,A,10/13/2015,2
41565705,THE RUM HOUSE,228       ,WEST   47 STREET                                  ,10036,American ,Cycle Inspection / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,26,,,5
41566307,FAMOUS FAMIGLIA,488,8 AVENUE,10001,Italian,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,12,A,10/13/2015,2
41566307,FAMOUS FAMIGLIA,488,8 AVENUE,10001,Italian,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,38,,,8
41566492,AU BON PAIN,525,EAST   68 STREET,10065,American ,Cycle Inspection / Re-inspection,10/7/2015 0:00,Violations were cited in the following area(s).,2,A,10/7/2015,1
41566492,AU BON PAIN,525,EAST   68 STREET,10065,American ,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,18,,,2
41567796,SOUVLAKI GR LES,116,STANTON STREET,10002,Greek,Cycle Inspection / Initial Inspection,10/1/2015 0:00,Violations were cited in the following area(s).,27,,,5
41569216,COCO FRESH TEA & JUICE,38,LEXINGTON AVENUE,10010,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,12,A,10/7/2015,2
41569216,COCO FRESH TEA & JUICE,38,LEXINGTON AVENUE,10010,Café/Coffee/Tea,Calorie Posting / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,,,,1
41569330,CHIPOTLE MEXICAN GRILL,1497      ,3 AVENUE                                          ,10028,Mexican,Cycle Inspection / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,43,,,4
41569904,SWAGAT,411,AMSTERDAM AVENUE,10024,Indian,Cycle Inspection / Re-inspection,9/28/2015 0:00,Violations were cited in the following area(s).,21,Z,9/28/2015,4
41570163,NEW CRISPY BAMBOO,2526      ,FREDERICK DOUGLAS BOULEVARD                       ,10030,Chinese,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,2,A,9/14/2015,1
41570238,MELVINS JUICE SHOPMISS LILY'S,130,WEST HOUSTON STREET,10012,Caribbean,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,17,,,4
41570238,MELVINS JUICE SHOPMISS LILY'S,130,WEST HOUSTON STREET,10012,Caribbean,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,15,,,3
41570817,PATZERIA FAMILY & FRIENDS,311,WEST   48 STREET,10036,Italian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,12,A,10/5/2015,3
41571021,OM INDIAN RESTAURANT,1593,2 AVENUE,10028,Indian,Cycle Inspection / Re-inspection,9/22/2015 0:00,Violations were cited in the following area(s).,15,Z,9/22/2015,6
41572551,EATS,1055,LEXINGTON AVENUE,10021,American ,Cycle Inspection / Re-inspection,9/28/2015 0:00,Violations were cited in the following area(s).,27,Z,9/28/2015,5
41573716,FRANKIES 570 SPUNTINO,570       ,HUDSON STREET                                     ,10014,Italian,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,8,A,9/3/2015,1
41573716,FRANKIES 570 SPUNTINO,570       ,HUDSON STREET                                     ,10014,Italian,Smoke-Free Air Act / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,,,,1
41574411,HANAMI SUSHI,857,9 AVENUE,10019,Japanese,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,21,Z,10/13/2015,4
41576311,PICCOLO CAFE,238,MADISON AVENUE,10016,Italian,Cycle Inspection / Re-inspection,9/10/2015 0:00,Violations were cited in the following area(s).,26,Z,9/10/2015,5
41576935,RED FARM/DECOY,529,HUDSON STREET,10014,Chinese,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,16,,,3
41576935,RED FARM/DECOY,529,HUDSON STREET,10014,Chinese,Smoke-Free Air Act / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,,,,1
41577958,CITY CAKES,251,WEST   18 STREET,10011,Bakery,Cycle Inspection / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,2,A,10/9/2015,1
41579121,16 HANDLES,325,AMSTERDAM AVENUE,10023,"Ice Cream, Gelato, Yogurt, Ices",Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,2,A,9/29/2015,1
41579144,SALT AND PEPPER DINER,139,WEST   33 STREET,10001,Pakistani,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,22,,,4
41579887,UPSTATE,95,1 AVENUE,10003,Seafood,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,7,A,9/3/2015,2
41583431,BODEGA NEGRA,355,WEST   16 STREET,10011,Mexican,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,11,A,9/2/2015,3
41583613,CHELSEA DELI & PIZZA,301       ,10 AVENUE                                         ,10001,Delicatessen,Cycle Inspection / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,27,Z,10/9/2015,5
41583613,CHELSEA DELI & PIZZA,301       ,10 AVENUE                                         ,10001,Delicatessen,Trans Fat / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41583613,CHELSEA DELI & PIZZA,301       ,10 AVENUE                                         ,10001,Delicatessen,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,60,,,7
41583613,CHELSEA DELI & PIZZA,301       ,10 AVENUE                                         ,10001,Delicatessen,Trans Fat / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,,,,1
41584187,COCO FRESH TEA & JUICE,459,LEXINGTON AVENUE,10017,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,8,A,9/14/2015,2
41584936,FAMOUS AMADEUS PIZZA,840,8 AVENUE,10019,Pizza/Italian,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,25,,,4
41585567,PAPPARDELLA,316,COLUMBUS AVENUE,10023,Italian,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,16,,,4
41585586,123 NIKKO,1280,AMSTERDAM AVENUE,10027,Asian,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,9,A,10/15/2015,2
41585586,123 NIKKO,1280,AMSTERDAM AVENUE,10027,Asian,Administrative Miscellaneous / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,,,,1
41586020,ZAHLAYA'S BISTRO,2028,3 AVENUE,10029,Caribbean,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,141,,,12
41586020,ZAHLAYA'S BISTRO,2028,3 AVENUE,10029,Caribbean,Trans Fat / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,,,,1
41586020,ZAHLAYA'S BISTRO,2028,3 AVENUE,10029,Caribbean,Administrative Miscellaneous / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,,,,1
41586091,FENG CHENG YUAN RESTAURANT,100       ,BOWERY STREET                                     ,10013,Chinese,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,13,A,10/13/2015,3
41586332,OLGA'S PIZZA,3409,BROADWAY,10031,Pizza,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,22,,,4
41586381,BOTTEGA FALAI,267,LAFAYETTE STREET,10012,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,10,A,9/16/2015,3
41586413,CORNERSTONE CAFE,17,AVENUE B,10009,American ,Cycle Inspection / Reopening Inspection,10/2/2015 0:00,Establishment re-opened by DOHMH,2,Z,10/2/2015,1
41586413,CORNERSTONE CAFE,17,AVENUE B,10009,American ,Administrative Miscellaneous / Reopening Inspection,10/2/2015 0:00,Establishment re-opened by DOHMH,,,,1
41586413,CORNERSTONE CAFE,17,AVENUE B,10009,American ,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,42,,,5
41587826,CASCABEL TAQUERIA,2799,BROADWAY,10025,Mexican,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,16,Z,10/8/2015,4
41587826,CASCABEL TAQUERIA,2799,BROADWAY,10025,Mexican,Administrative Miscellaneous / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,,,,1
41587826,CASCABEL TAQUERIA,2799,BROADWAY,10025,Mexican,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,44,,,8
41587826,CASCABEL TAQUERIA,2799,BROADWAY,10025,Mexican,Administrative Miscellaneous / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,,,,1
41588049,FAMOUS CHAMPION PIZZA,123       ,ESSEX STREET                                      ,10002,Pizza,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,11,A,10/8/2015,3
41588320,SALINAS,136,9 AVENUE,10011,Spanish,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,18,,,5
41589034,WONDEE SIAM THAI RESTAURANT I,792       ,9 AVENUE                                          ,10019,Thai,Cycle Inspection / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,13,A,9/3/2015,2
41589248,POTBELLY SANDWICH SHOP (STORE #251),101       ,MAIDEN LANE                                                                                         ,10038,Sandwiches,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,7,A,9/1/2015,2
41589254,POTBELLY SANDWICH SHOP,150       ,EAST   44 STREET                                  ,10017,Armenian,Cycle Inspection / Re-inspection,9/10/2015 0:00,Violations were cited in the following area(s).,11,A,9/10/2015,2
41591488,ACQUA RESTAURANT,2123,PECK SLIP,10038,Italian,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,23,,,7
41591687,PIZZARTE,69,WEST   55 STREET,10019,Italian,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,12,A,9/23/2015,2
41592230,LA ISLA CAFE RESTAURANT,212       ,DELANCEY STREET                                   ,10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,75,Z,10/13/2015,9
41592230,LA ISLA CAFE RESTAURANT,212       ,DELANCEY STREET                                   ,10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,15,,,3
41595314,PITA GRILL,1083      ,2 AVENUE                                          ,10022,Mediterranean,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,35,Z,10/13/2015,8
41595314,PITA GRILL,1083      ,2 AVENUE                                          ,10022,Mediterranean,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,20,,,4
41596546,MARGON RESTAURANT,136,WEST   46 STREET,10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,20,,,3
41597788,GONG THAI RESTAURANT,173,EAST 99 STREET,10029,Thai,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,9,A,9/1/2015,2
41598286,TAVERNA DI BACCO,175       ,LUDLOW STREET                                     ,10002,Italian,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,27,,,5
41598620,DISFRUTA,510,WEST  207 STREET,10034,"Juice, Smoothies, Fruit Salads",Trans Fat / Compliance Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,,,,1
41599815,MIKA JAPANESE CUISINE & BAR,150,CENTRE STREET,10013,Chinese/Japanese,Cycle Inspection / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,13,A,9/15/2015,2
41599815,MIKA JAPANESE CUISINE & BAR,150,CENTRE STREET,10013,Chinese/Japanese,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,26,,,5
41599815,MIKA JAPANESE CUISINE & BAR,150,CENTRE STREET,10013,Chinese/Japanese,Administrative Miscellaneous / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,,,,1
41599926,THE LEXINGTON HOTEL NEW YORK,511       ,LEXINGTON AVENUE                                  ,10017,American ,Cycle Inspection / Compliance Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,10,,,2
41599926,THE LEXINGTON HOTEL NEW YORK,511       ,LEXINGTON AVENUE                                  ,10017,American ,Cycle Inspection / Re-inspection,9/4/2015 0:00,Violations were cited in the following area(s).,47,Z,9/4/2015,5
41600057,MANHATTAN CHILI CO./THAI TOON,50,GRAND CENTRAL TERMINAL,10017,Thai,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,33,,,5
41600457,TABATA NOODLE RESTAURANT,540,9 AVENUE,10018,Asian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,24,Z,10/5/2015,5
41600457,TABATA NOODLE RESTAURANT,540,9 AVENUE,10018,Asian,Cycle Inspection / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,41,,,8
41600577,WILD GINGER,226,EAST   51 STREET,10022,Asian,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,26,,,5
41601132,MARS CAFE,58,WEST   39 STREET,10018,American ,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,29,Z,9/2/2015,6
41601438,COOPER'S CRAFT & KITCHEN,87,2 AVENUE,10003,American ,Cycle Inspection / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,10,A,9/18/2015,2
41602657,WAT'S ON YOUR PLATE,513,WEST  145 STREET,10031,Caribbean,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,21,,,5
41603865,SAUCE,78,RIVINGTON STREET,10002,Italian,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,15,,,3
